"ResponseId_W2","exp_group","condition","ideo_folded","pid_strength","ss1","ss2","ss3","ss4","ss5","ss6","ss_sum","compliance_level","WELL_FEELINGS_1","WELL_FEELINGS_2","WELL_FEELINGS_3","WELL_FEELINGS_4","WELL_FEELINGS_5","WELL_FEELINGS_6","WELL_ACT_1","WELL_ACT_2","WELL_ACT_3","WELL_ACT_4","WELL_ACT_5","SMS_1","SMS_2","SMS_3","SPEECH_1","SPEECH_2","SPEECH_3","SPEECH_4","party_folded","MAL","PREPOL","COMPROMISE","TRUST_1","TRUST_2","TRUST_3","TRUST_4","TRUST_5","TRUST_6","ECON_PRE","ENV_PRE","IMMIG_PRE","GUN_PRE","TRUMP_PRE","ECON_POST","ENV_POST","IMMIG_POST","GUN_POST","TRUMP_POST","thermo_dem_PRE","thermo_rep_PRE","thermo_lib_PRE","thermo_con_PRE","thermo_gun_PRE","thermo_immig_PRE","thermo_climate_PRE","thermo_econ_PRE","thermo_trumpissue_PRE","understand_climate_PRE","understand_econ_PRE","understand_gun_PRE","understand_immig_PRE","understand_opideo_PRE","understand_opparty_PRE","understand_ownideo_PRE","understand_ownparty_PRE","understand_trumpissue_PRE","negtrait_otherideo_stupid_PRE","negtrait_otherparty_stupid_PRE","stupid_gun_PRE","stupid_imig_PRE","stupid_econ_PRE","stupid_climate_PRE","stupid_trumpissue_PRE","thermo_issues_PRE","understand_issues_PRE","stupid_issues_PRE","thermo_dem_POST","thermo_rep_POST","thermo_lib_POST","thermo_con_POST","thermo_gun_POST","thermo_immig_POST","thermo_climate_POST","thermo_econ_POST","thermo_trumpissue_POST","understand_climate_POST","understand_econ_POST","understand_gun_POST","understand_immig_POST","understand_opideo_POST","understand_opparty_POST","understand_ownideo_POST","understand_ownparty_POST","understand_trumpissue_POST","negtrait_otherideo_stupid_POST","negtrait_otherparty_stupid_POST","stupid_gun_POST","stupid_imig_POST","stupid_econ_POST","stupid_climate_POST","stupid_trumpissue_POST","thermo_issues_POST","understand_issues_POST","stupid_issues_POST","TRUST_ALL","SPEECH_ALL","SMS_ALL","WELLBEING_ALL","WELLACT_ALL"
"R_2wNR1U7SKboE4Ka","cons_t",1,0,3.75,1,1,1,1,0,1,5,"High Compliance 
(5-6 story surveys)
N = 337",1,1,5,5,6,4,0,1,0,1,3,4,4,5,4,4,4,4,1,0.2,0.25,-1.25,-1,0,1,1,0,1,8,7,7.66666666666667,3.66666666666667,8.66666666666667,6.33333333333333,5.66666666666667,9.33333333333333,2.33333333333333,8,39,55,45,44,45,51,49,50,53,4,3,3,4,4,4,4,4,4,4,4,NA,4,NA,4,NA,49.6,3.6,NA,35,51,49,50,41,52,51,49,52,4,3,4,4,4,3,4,4,3,1,4,1,1,1,1,1,49,3.6,1,-0.333333333333333,-4,4.33333333333333,-3,-0.2
"R_yrJfrDJFpIHfOtr","lib_t",1,1,5.5,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",4,4,4,4,3,4,1,1,0,0,1,5,4,6,2,3,3,4,0,-2.8,-1.25,-4.25,0,1,-1,3,-1,0,9,2.66666666666667,2,8.66666666666667,3,9.66666666666667,7,6.33333333333333,11.3333333333333,4.66666666666667,55,11,55,31,35,25,13,59,6,6,6,5,6,5,6,7,7,7,5,6,NA,4,NA,NA,7,27.6,6,NA,21,17,17,14,13,10,16,13,15,4,4,3,5,3,4,4,5,1,3,3,6,7,4,5,3,13.4,3.4,5,-0.333333333333333,-3,5,-1.16666666666667,0.2
"R_3me12C9R1fDPiY5","lib_t",1,2,3.75,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",2,3,4,4,4,5,1,2,0,1,5,3,3,3,7,7,7,7,1,0.2,0,-0.5,-1,0,1,0,0,0,6.33333333333333,1.33333333333333,1.66666666666667,4.33333333333333,1.66666666666667,6.66666666666667,1,1.33333333333333,3.33333333333333,1.33333333333333,80,1,99,1,2,1,1,5,0,1,3,2,3,2,1,7,6,2,4,6,NA,5,NA,6,NA,1.8,2.2,NA,55,0,55,15,2,2,0,5,0,1,3,2,3,2,1,4,6,1,4,4,6,2,5,7,7,1.8,2,5.4,0,-7,3,-2,-0.2
"R_D13f46oZr7wCYSJ","lib_c",0,5,6.75,0,0,0,0,0,0,0,NA,1,4,3,2,2,3,0,2,0,0,0,4,4,4,4,5,4,4,3,-0.8,-1.5,-0.25,0,0,-1,-2,-2,0,4.33333333333333,1,1,1,1,3,1,1,1.33333333333333,1,100,4,100,15,2,8,21,28,1,2,3,4,2,3,2,7,7,1,4,3,NA,NA,3,4,NA,12,2.4,NA,100,3,99,9,2,7,30,19,100,3,3,3,1,2,4,7,7,1,4,4,5,5,3,5,7,31.6,2.2,5,0.833333333333333,-4.25,4,-0.833333333333333,0.4
"R_OMWElQmootQkYPn","cons_t",1,0,4.75,1,0,1,1,1,0,4,"Middle Compliance 
(3-4 story surveys)
N = 89",4,2,5,3,4,4,0,0,1,1,0,4,3,4,5,5,4,5,0,0.2,1.5,0.5,0,-1,0,0,0,0,6.33333333333333,4.33333333333333,7.66666666666667,8.33333333333333,6,7.33333333333333,3.66666666666667,5.66666666666667,8.66666666666667,6.33333333333333,4,2,3,7,3,4,9,2,19,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,4,4,7.4,4,NA,2,2,1,2,8,5,2,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4.4,4,4,0.166666666666667,-4.75,3.66666666666667,-1.66666666666667,0.4
"R_3CJWcFhZXZ4ibzQ","cons_t",1,1,6,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",5,4,3,6,5,5,0,0,2,2,7,6,5,6,5,6,6,5,0,0.6,-1,-2.5,0,-1,0,-1,0,0,8,10.6666666666667,10.3333333333333,6.66666666666667,11.3333333333333,9.66666666666667,7,9,8.33333333333333,11.3333333333333,76,82,90,59,84,71,85,71,81,2,5,6,3,5,6,6,3,5,6,6,NA,6,NA,NA,6,78.4,4.2,NA,54,69,45,63,72,64,63,80,78,5,4,4,5,5,6,3,6,6,5,5,4,5,5,4,6,71.4,4.8,4.8,0.333333333333333,-5.5,5.66666666666667,-1.66666666666667,-0.6
"R_6Gnof8qcYlluxFL","cons_t",1,4,5.5,1,0,0,0,1,1,3,"Middle Compliance 
(3-4 story surveys)
N = 89",1,1,7,7,7,7,2,1,0,0,5,1,1,1,7,6,5,6,1,0.4,-1.25,0,-2,1,0,0,0,-1,7.66666666666667,4.66666666666667,6.66666666666667,6.66666666666667,12.6666666666667,7.66666666666667,4.33333333333333,5.66666666666667,9.66666666666667,12,16,95,56,96,56,100,55,55,41,4,3,3,3,4,1,7,6,3,4,3,NA,NA,3,NA,4,61.4,3.2,NA,10,100,13,100,51,10,50,9,9,5,4,4,3,4,3,7,7,4,2,2,1,1,1,1,1,25.8,4,1,0.333333333333333,-6,1,-4.33333333333333,-0.4
"R_3LYWg8VPaFIxCy9","lib_t",1,0,5,1,0,1,1,0,1,4,"Middle Compliance 
(3-4 story surveys)
N = 89",4,3,4,3,3,3,0,2,0,0,2,4,4,4,4,4,4,4,0,0,0,-1.75,1,1,-1,2,1,0,7,7.33333333333333,6.66666666666667,8.33333333333333,6,8.66666666666667,7.33333333333333,5.33333333333333,8.33333333333333,2,33,51,49,40,45,36,26,46,50,4,3,3,4,4,3,4,3,4,4,4,NA,NA,NA,4,4,40.6,3.6,NA,50,38,35,22,50,50,37,50,50,3,4,4,4,3,3,5,4,5,4,4,4,4,4,4,4,47.4,4,4,-0.666666666666667,-4,4,-1,0
"R_OfmkaGuNvZwNpg5","cons_t",1,5,6.5,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",1,5,6,7,6,6,7,3,0,4,7,1,1,1,2,2,2,2,3,3.2,0.5,2.25,0,1,0,-1,-1,0,11,4.33333333333333,5.66666666666667,6,13,7.33333333333333,5.66666666666667,5.66666666666667,1.33333333333333,13,9,100,8,100,61,64,66,63,56,6,3,5,5,1,4,6,7,5,1,1,NA,1,NA,NA,1,62,4.8,NA,42,100,24,100,53,53,54,55,50,4,4,4,4,3,3,7,7,4,3,3,4,4,4,4,4,53,4,4,0.166666666666667,-2,1,-3.16666666666667,1.4
"R_s7nvbymiT1yZCNj","cons_c",0,1,2.25,0,0,0,0,0,0,0,NA,2,3,3,2,3,4,0,1,0,0,3,1,1,4,6,6,7,6,1,1,-0.75,1.25,0,0,-1,-1,-1,0,11.6666666666667,10,7,10.6666666666667,10.6666666666667,10.6666666666667,10.6666666666667,6.33333333333333,11,10,23,50,42,77,51,33,28,63,52,4,5,4,3,3,2,5,4,5,4,5,NA,4,NA,NA,3,45.4,4.2,NA,10,55,42,57,48,39,43,50,50,4,4,4,3,3,3,5,5,4,3,2,3,3,4,2,2,46,3.8,2.8,0.5,-6.25,2,-1.16666666666667,-0.4
"R_125SucoDftxuNw7","cons_t",1,0,5.25,1,1,1,1,0,1,5,"High Compliance 
(5-6 story surveys)
N = 337",2,2,4,4,4,5,0,1,0,0,3,5,5,6,4,4,5,5,3,0,-0.75,-0.5,0,1,0,-1,0,0,6.33333333333333,8,7.66666666666667,4.66666666666667,9,7.33333333333333,6,8,2.66666666666667,8.66666666666667,16,34,22,20,20,19,17,28,19,3,4,3,3,3,3,7,6,4,1,1,1,2,NA,NA,NA,20.6,3.4,NA,10,74,10,49,28,38,46,53,47,3,4,4,6,5,4,4,3,5,4,3,3,5,4,5,4,42.4,4.4,4.2,0,-4.5,5.33333333333333,-2.16666666666667,-0.4
"R_tLpInYSHGf13sVb","lib_t",1,1,4.75,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",5,4,4,2,2,4,0,1,0,0,0,5,5,4,6,6,6,6,1,-0.2,0.75,0.5,-1,-1,-1,-1,0,0,6.33333333333333,1.33333333333333,3,1.33333333333333,1.66666666666667,6.66666666666667,1.33333333333333,3.66666666666667,1.66666666666667,1.33333333333333,84,23,59,49,14,27,11,50,31,2,2,2,3,5,5,5,6,7,2,3,3,NA,NA,NA,4,26.6,3.2,NA,84,35,60,61,8,37,11,48,6,2,4,1,4,4,2,6,6,2,3,4,6,3,4,4,6,22,2.6,4.6,0.666666666666667,-6,4.66666666666667,-0.5,0.2
"R_1hWNc41yHBGl676","lib_t",1,1,6,1,0,1,1,0,1,4,"Middle Compliance 
(3-4 story surveys)
N = 89",5,4,4,4,4,5,4,1,2,1,3,3,4,5,3,6,4,4,1,-0.4,0.25,1,2,1,1,-2,2,0,8.66666666666667,9,9.33333333333333,7.66666666666667,7,7,7.33333333333333,8.33333333333333,8.66666666666667,8.66666666666667,78,53,80,52,62,68,56,53,51,4,7,4,3,4,5,5,4,3,2,1,NA,NA,1,1,NA,58,4.2,NA,34,61,37,57,35,39,56,49,55,5,4,4,5,3,6,3,2,4,3,5,3,3,4,3,3,46.8,4.4,3.2,-0.666666666666667,-4.25,4,-1.33333333333333,1
"R_vDNkzwwNk8MpF05","cons_t",1,0,2.5,1,1,1,0,1,1,5,"High Compliance 
(5-6 story surveys)
N = 337",1,1,4,4,4,4,0,0,0,0,4,1,4,7,4,4,4,4,0,-0.600000000000001,-0.75,0.75,0,0,2,0,0,-1,11,9,7,11,7,11,9,7,9,7,5,5,10,10,5,10,5,10,5,7,7,7,7,7,7,7,7,7,1,7,NA,NA,4,NA,4,7,7,NA,0,0,100,100,10,0,0,10,0,2,2,2,2,7,1,7,1,2,1,7,4,4,4,7,4,4,2,4.6,-0.166666666666667,-4,4,-2.33333333333333,-0.8
"R_r2bJnPKmYHUvVXb","lib_c",0,1,3.25,0,0,0,0,0,0,0,NA,1,1,4,4,4,5,0,1,0,0,0,4,3,3,4,5,5,4,2,-1.4,0.25,-1.25,0,0,1,1,1,1,7,7,3.66666666666667,2.33333333333333,8,6.66666666666667,9,3.33333333333333,1,5.66666666666667,50,51,50,54,50,48,50,47,50,1,1,1,1,1,1,1,1,1,2,2,NA,NA,2,2,NA,49,1,NA,58,50,54,53,35,52,51,51,53,4,4,4,3,3,4,4,4,4,1,1,1,1,1,1,1,48.4,3.8,1,-0.666666666666667,-4.5,3.33333333333333,-2.5,0.2
"R_bJGL5q3z0AQyz6N","lib_c",0,2,5.75,0,0,0,0,0,0,0,NA,4,5,4,3,3,4,2,3,0,0,4,4,5,4,4,5,5,4,3,1.2,1,-0.25,2,0,0,0,-1,0,6.66666666666667,1.33333333333333,2.66666666666667,3.33333333333333,1,4,1,1.66666666666667,2.66666666666667,1,100,25,83,44,2,6,6,12,4,4,2,1,1,3,1,7,7,1,6,6,NA,NA,NA,7,6,6,1.8,NA,100,0,100,7,0,8,0,1,2,1,1,1,1,1,1,7,7,1,6,7,6,7,7,7,7,2.2,1,6.8,-0.166666666666667,-4.5,4.33333333333333,-0.833333333333333,0.2
"R_25QubRbVX4qXWTe","lib_t",1,0,2.5,1,1,1,1,0,0,4,"Middle Compliance 
(3-4 story surveys)
N = 89",1,1,5,6,5,6,4,1,0,0,7,5,2,4,6,7,7,7,1,-0.6,-0.75,-0.25,0,0,1,1,1,0,9,8,9,4,7.33333333333333,6,7.33333333333333,9.33333333333333,4.33333333333333,7.33333333333333,85,82,85,82,77,78,76,77,78,3,3,3,4,4,4,4,4,3,2,1,NA,NA,1,NA,1,77.2,3.2,NA,84,84,83,83,84,76,83,68,83,5,5,5,6,6,7,6,6,6,6,5,6,6,6,5,6,78.8,5.4,5.8,-0.5,-6.75,3.66666666666667,-3.33333333333333,-0.4
"R_1KuK66c2M7CbuyS","lib_t",1,0,5,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",2,1,6,5,6,5,0,0,0,0,2,4,4,4,4,4,4,4,3,-3.2,-0.5,0.5,-1,0,0,0,-1,1,7,1.33333333333333,4.33333333333333,9,1,6.66666666666667,1.66666666666667,3.33333333333333,6.66666666666667,1,81,16,29,26,40,47,41,56,20,4,5,5,5,3,3,5,6,4,1,1,NA,NA,1,1,NA,40.8,4.6,NA,68,45,55,49,56,58,58,51,54,5,5,4,5,5,4,5,6,4,1,1,1,1,1,1,1,55.4,4.6,1,0.166666666666667,-4,4,-3.16666666666667,-0.4
"R_RRFZQgHkTgc5ROp","lib_t",1,1,4.75,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",5,5,4,4,4,4,1,1,0,0,2,3,4,4,5,5,5,5,1,0,0.25,-0.5,0,0,0,-1,1,-1,6.33333333333333,7,8.66666666666667,4,4.66666666666667,6.66666666666667,6.33333333333333,7.33333333333333,4.66666666666667,3.33333333333333,62,51,60,52,62,52,51,62,51,5,5,5,5,5,5,5,5,5,4,4,4,4,NA,NA,NA,55.6,5,NA,72,69,69,71,72,70,72,70,71,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,71,5,3,0.166666666666667,-5,3.66666666666667,-1,0
"R_Wd6iS9dCKsZv9mh","cons_t",1,1,4.5,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",2,2,3,3,5,4,0,0,0,1,3,1,4,5,5,5,6,7,2,-0.8,-0.25,0,-1,0,0,0,-1,0,5.66666666666667,3.66666666666667,11.6666666666667,9.66666666666667,11,4.33333333333333,3,11.3333333333333,9.66666666666667,9,62,81,99,86,44,7,52,37,47,2,6,3,2,5,5,7,7,4,2,3,NA,4,NA,1,NA,37.4,3.4,NA,47,79,70,54,29,19,33,37,31,2,4,3,1,6,5,6,5,4,1,2,3,4,1,3,3,29.8,2.8,2.8,0.333333333333333,-5.75,3.33333333333333,-1.83333333333333,-0.4
"R_AdsDruvJ7UI9zpf","cons_c",0,4,6,0,0,0,0,0,0,0,NA,1,1,7,7,7,7,0,2,0,0,3,2,2,2,6,6,6,6,3,0.199999999999999,-0.25,2,1,1,1,-1,1,1,11.3333333333333,11.6666666666667,10.6666666666667,11.6666666666667,9.66666666666667,9,12,10.6666666666667,13,10,4,84,1,83,1,10,30,28,1,5,5,5,5,6,6,6,6,5,6,5,2,1,NA,NA,NA,14,5,NA,1,73,0,81,0,14,45,1,1,4,4,1,3,1,3,6,6,1,6,6,7,4,6,3,6,12.2,2.6,5.2,-0.666666666666667,-6,2,-4.33333333333333,-0.2
"R_3qmuO7jkg6tIpGx","cons_c",0,3,4.5,0,0,0,0,0,0,0,NA,1,1,5,5,3,6,0,1,0,0,0,2,2,5,7,7,7,7,2,0.2,1.5,2.5,2,0,-2,-1,-1,-1,6.33333333333333,1,10.3333333333333,6,8.66666666666667,4.33333333333333,2.33333333333333,9.66666666666667,5,8.33333333333333,51,77,66,100,50,14,10,49,18,2,2,5,5,5,5,7,5,3,1,1,NA,1,NA,NA,1,28.2,3.4,NA,40,73,60,85,7,41,7,83,26,1,4,2,6,6,5,6,6,2,1,1,1,1,1,5,1,32.8,3,1.8,0.5,-7,3,-2.83333333333333,0.2
"R_eJ889tG4ceVhSy5","lib_c",0,5,5.75,0,0,0,0,0,0,0,NA,1,4,4,4,5,4,1,3,0,2,0,4,1,4,1,1,1,1,3,0,-1.25,-4.25,1,0,0,1,1,0,7,6.33333333333333,9.33333333333333,4.66666666666667,1,7,7,8.33333333333333,7,1,100,5,100,1,23,48,50,9,10,4,2,4,2,1,2,7,7,2,1,7,NA,NA,6,NA,7,28,2.8,NA,100,1,100,1,33,54,48,53,51,4,4,1,4,1,1,7,7,1,7,7,4,3,4,2,7,47.8,2.8,4,-0.5,-1,3,-2,1.2
"R_3FLudjIRoXUIda0","cons_t",1,0,3.75,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",1,1,1,1,1,1,0,0,0,0,0,1,1,1,7,7,7,4,0,-1.2,-0.5,1,0,0,0,0,0,0,7.66666666666667,6.66666666666667,13,13,11,8.33333333333333,7,13,13,10,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,6,6,NA,NA,4,NA,5,0,1,NA,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-6.25,1,-0.333333333333333,0
"R_2usbuyrlFBRsgGK","lib_t",1,5,5.5,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",1,1,7,7,7,7,0,7,0,0,4,1,7,7,1,1,1,1,3,0,0.5,5.25,0,1,0,0,-2,0,7.33333333333333,1,1,1,1,5,1,1,1,1,100,1,100,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,4,5,7,NA,NA,5,NA,1,7,NA,100,0,100,30,0,0,0,0,0,1,1,1,4,2,1,7,7,1,1,1,1,1,1,5,5,0,1.6,2.6,0.166666666666667,-1,5,-4.33333333333333,0.6
"R_2ATseWVksoEb72g","lib_t",1,1,3.25,0,0,1,1,0,0,2,"Low Compliance 
(0-2 story surveys)
N = 79",1,1,7,6,7,7,3,3,0,0,5,6,6,4,4,5,4,4,3,0.2,0.25,0,3,0,0,-1,0,0,5,2.66666666666667,5.33333333333333,6.66666666666667,3.66666666666667,2.33333333333333,3,5.33333333333333,7.66666666666667,3.66666666666667,70,21,73,64,63,37,63,63,15,6,6,6,4,7,6,6,7,5,4,4,NA,NA,1,NA,6,48.2,5.4,NA,78,50,79,71,79,37,89,83,6,5,6,6,5,7,3,5,7,1,5,6,7,6,6,7,1,58.8,4.6,5.4,-0.333333333333333,-4.25,5.33333333333333,-4.16666666666667,0.2
"R_2E3S3TyLMUJI1WP","lib_t",1,5,5.75,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",4,4,4,4,4,4,0,6,0,0,0,4,4,4,4,4,4,4,3,0,0,1,0,0,0,0,0,0,7,7,7,7,1,7,7,7,7,1,100,1,100,1,1,1,1,1,100,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,4,4,20.8,4,NA,100,1,100,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,0,-4,4,-1.33333333333333,1.2
"R_1myqCpFoRHLMCMu","cons_t",1,3,4,0,0,0,0,1,0,1,"Low Compliance 
(0-2 story surveys)
N = 79",5,5,5,4,5,4,2,1,0,0,3,2,5,4,6,6,6,6,2,1.2,0,-0.5,1,0,2,-2,1,2,6.33333333333333,6,11.3333333333333,11.3333333333333,11.6666666666667,6,4.33333333333333,6,10.3333333333333,10.6666666666667,30,85,52,46,20,45,29,47,29,4,4,4,4,4,4,4,4,4,2,2,NA,2,NA,NA,2,34,4,NA,81,89,45,86,91,90,92,80,91,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,88.8,4.4,5,-0.666666666666667,-6,3.66666666666667,-1.33333333333333,0
"R_XvwhaHSHWUeWgRX","cons_t",1,5,6.5,1,1,0,0,1,1,4,"Middle Compliance 
(3-4 story surveys)
N = 89",1,1,6,7,6,6,0,1,0,0,5,1,3,5,7,7,7,7,3,-0.8,-0.5,1.25,-1,0,0,1,-1,-1,10.3333333333333,10,13,10.3333333333333,9,10,9.66666666666667,9.66666666666667,9,9.66666666666667,0,100,5,100,30,15,50,50,15,5,4,5,5,5,5,7,7,5,3,3,NA,NA,NA,4,3,32,4.8,NA,5,95,0,100,35,15,30,40,30,4,4,4,3,3,4,7,7,4,1,1,1,1,1,1,1,30,3.8,1,0.333333333333333,-7,3,-3.83333333333333,-0.8
"R_1rBwICxMLaQqMFF","lib_t",1,0,7,0,0,0,0,0,0,0,"Low Compliance 
(0-2 story surveys)
N = 79",7,7,7,7,7,7,0,1,0,0,7,7,7,7,7,7,7,7,0,-0.6,1.5,-4.5,3,-3,-3,0,-3,-3,13,9,13,1.33333333333333,1,9,9,5,5,1,97,1,1,1,1,1,1,1,100,7,7,7,7,7,7,7,7,7,4,7,NA,NA,1,1,NA,20.8,7,NA,0,100,51,36,1,1,7,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,1,1,1.5,-7,7,-2.33333333333333,-1.2
"R_SSLfF2ZUdJHyyeR","cons_t",1,3,5.25,1,1,1,0,1,1,5,"High Compliance 
(5-6 story surveys)
N = 337",1,3,6,6,4,6,3,0,0,0,7,4,2,4,4,4,5,5,3,-0.6,0,0.75,-1,0,-1,0,0,-1,9,3,9,7.33333333333333,10.3333333333333,9,2.66666666666667,8.33333333333333,8.66666666666667,11,7,85,9,76,34,5,21,19,25,4,4,2,3,2,3,6,6,2,2,3,NA,2,4,NA,NA,20.8,3,NA,14,70,16,75,18,11,22,44,30,2,4,2,2,3,2,6,6,3,4,4,4,4,3,2,3,25,2.6,3.2,0.5,-4.5,3.33333333333333,-3,-0.8
"R_22tSSnP4OONtr8Z","lib_t",1,2,4.75,1,1,0,1,1,1,5,"High Compliance 
(5-6 story surveys)
N = 337",1,1,6,6,5,6,1,1,0,0,7,1,1,1,7,7,7,7,2,-0.6,0,-1.25,0,1,1,1,1,0,8,5,5.66666666666667,7,8.33333333333333,7.33333333333333,5.33333333333333,6.33333333333333,7.33333333333333,9,79,35,72,42,53,49,48,34,55,4,5,6,5,5,5,7,7,4,2,2,NA,NA,2,NA,2,47.8,4.8,NA,82,62,73,53,59,40,40,35,55,5,2,5,4,6,6,7,7,4,1,1,1,1,1,1,1,45.8,4,1,-0.666666666666667,-7,1,-3.5,-1
"R_2ysDOXBIrWAV5lO","lib_t",1,0,7,0,0,0,0,1,0,1,"Low Compliance 
(0-2 story surveys)
N = 79",1,1,7,7,7,7,4,1,0,0,7,4,4,4,4,4,4,4,0,0,0,1,0,0,0,0,0,0,7.66666666666667,7,7,7,7,6.33333333333333,8,7,7,2.33333333333333,53,52,52,48,52,49,51,49,52,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,50.6,4,NA,6,28,25,33,33,29,27,38,32,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,31.8,4,1,0,-4,4,-4.33333333333333,-0.4
"R_5j3MievvaBcvZWV","lib_c",0,5,5.75,0,0,0,0,0,0,0,NA,2,3,4,4,4,4,1,1,0,2,2,3,2,3,7,7,7,7,3,1.6,0.25,-1.5,-1,-1,-1,-1,-1,-1,7,1,1.66666666666667,1.66666666666667,1,7.33333333333333,2,1,1.33333333333333,1,92,9,89,10,1,2,9,10,1,1,2,1,2,2,2,6,6,1,4,4,4,4,NA,NA,NA,4.6,1.4,NA,45,5,49,30,1,11,37,41,0,3,4,1,3,3,3,6,6,1,2,2,1,3,2,2,7,18,2.4,3,1,-7,2.66666666666667,-1.83333333333333,0.4
"R_3htsbtwzQejFweX","lib_c",0,5,5.5,0,0,0,0,0,0,0,NA,4,4,3,3,3,3,0,1,0,0,0,7,7,7,1,1,1,1,3,1.4,1.25,0,0,0,3,0,1,1,4,1,1,1,1,1,1.33333333333333,1,1,1,79,1,55,1,1,1,1,1,1,4,4,4,4,4,4,6,6,4,6,6,6,NA,6,NA,NA,1,4,NA,82,1,63,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,1,5,7,-0.833333333333333,-1,7,-0.666666666666667,0.2
"R_3EuoGZ3a8mQ0RyT","cons_c",0,2,5.25,0,0,0,0,0,0,0,NA,3,5,5,5,4,5,3,1,0,0,4,5,4,5,5,3,6,5,1,-2.8,-0.25,-1.5,-1,0,-1,1,-1,2,8,2.33333333333333,12,1.66666666666667,11.6666666666667,7.66666666666667,2.66666666666667,7.66666666666667,4.33333333333333,9,22,90,24,82,4,2,17,8,12,1,5,1,4,5,5,6,4,4,5,7,NA,NA,5,NA,5,8.6,3,NA,50,70,50,70,50,50,50,50,50,5,5,5,4,5,5,6,6,6,1,2,1,1,1,1,1,50,5,1,0,-4.75,4.66666666666667,-1.83333333333333,0
"R_1mjYzpGU7KzVbN3","lib_t",1,5,5.5,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",1,4,6,7,7,6,1,1,0,1,4,2,1,1,5,5,5,5,3,0.600000000000001,-1,2,1,1,3,3,1,2,2.66666666666667,5.66666666666667,4.66666666666667,1,7.66666666666667,4.66666666666667,1.66666666666667,1,1,1,60,59,62,37,48,59,67,51,44,4,5,4,5,4,4,4,4,3,4,5,2,3,NA,NA,NA,53.8,4.2,NA,58,10,100,48,50,57,55,54,10,4,4,2,7,5,3,5,6,4,1,1,1,1,1,1,1,45.2,4.2,1,-1.83333333333333,-5,1.33333333333333,-3.5,-0.2
"R_r76il5U9vhxgl1v","cons_t",1,3,5.75,1,1,0,0,0,0,2,"Low Compliance 
(0-2 story surveys)
N = 79",4,4,3,4,5,3,6,2,0,0,1,6,4,4,7,7,4,4,3,0,1.25,0.5,1,1,1,1,1,0,5,5.33333333333333,12.3333333333333,10.3333333333333,12.3333333333333,8.66666666666667,5,5.66666666666667,11.6666666666667,11.6666666666667,22,83,27,83,55,53,50,60,60,4,4,4,4,2,1,6,6,7,5,7,NA,NA,6,4,NA,55.6,4.6,NA,20,90,18,88,19,47,46,46,59,4,4,1,4,1,1,6,6,4,6,7,7,4,4,3,6,43.4,3.4,4.8,-0.833333333333333,-5.5,4.66666666666667,-1.16666666666667,1.4
"R_UZbuIiZLJzQDozv","lib_t",1,1,4.5,1,1,1,1,1,1,6,"High Compliance 
(5-6 story surveys)
N = 337",2,3,5,5,4,5,1,1,1,2,7,2,3,3,6,6,7,5,1,0,1.75,-0.25,-2,-2,0,-3,0,0,10.6666666666667,3,1,1,3.66666666666667,9.33333333333333,3,3,1,3.66666666666667,52,44,58,20,0,31,41,15,13,6,4,4,5,5,5,4,6,5,1,1,1,NA,NA,2,NA,20,4.8,NA,88,62,94,50,33,5,28,29,49,4,4,3,5,5,5,6,7,5,1,1,3,5,3,3,3,28.8,4.2,3.4,1.16666666666667,-6,2.66666666666667,-2.33333333333333,-0.4
