"ResponseId","URL","FAKE","EXTREMITY","QUALITY","incivility","emotion","sentiment","outlet","is_domain","political","date"
"R_XzE3IBWoqIINKCZ","https://www.breitbart.com/2020-election/2019/09/13/exclusive-bill-hagerty-democrats-push-radical-socialist-agenda-in-their-race-to-the-left/","Yes","Very Extreme","Very poor quality",0,"Shock","Negative","Breitbart",1,1,"2019-09-13"
"R_1IfPCwrnF5rjMP6","https://www.breitbart.com/radio/2019/09/14/exclusive-gop-ad-maker-responds-to-ocasio-cortez-im-getting-death-threats-from-your-socialist-supporters/","Yes","Very Extreme","Acceptable quality",0,"0","Neutral","Breitbart",1,1,"2019-09-14"
"R_1kHPSxNHDvrzkIC","https://www.breitbart.com/politics/2019/09/15/nyt-new-brett-kavanaugh-accuser-claims-friends-pushed-his-penis-into-the-hand-of-a-female-student/","Yes","Very Extreme","Very poor quality",0,"Anxiety","Negative","Breitbart",1,1,"2019-09-15"
"R_3ml918JnAazwjI4","https://spectator.org/iran-keeps-asking-for-it/","No","3","High quality",0,"Confusion","Negative","The American Spectator",1,1,"2019-09-15"
"R_3Odj2iSsiQy7LD0","https://www.breitbart.com/sports/2019/09/15/former-nfl-player-accused-of-vandalizing-his-own-business-with-maga-and-racist-slurs/","No","3","Poor quality",1,"0","Negative","Breitbart",1,1,"2019-09-15"
"R_ekQ3Ksc9zyuMeZ3","https://www.theblaze.com/news/fetal-remains-found-on-late-abortion-doctors-home","No","Moderate","Acceptable quality",0,"0","Positive","The Blaze",1,1,"2019-09-13"
"R_3eaE6n2LZkvWBRH","https://www.breitbart.com/clips/2019/09/15/condoleezza-rice-trump-needs-to-be-more-careful-how-he-speaks-about-race/","Yes","3","High quality",0,"0","Neutral","Breitbart",1,1,"2019-09-15"
"R_2VgtI6Largt0zKw","https://www.theblaze.com/news/parkland-father-exposes-how-killer-was-enabled-by-obamas-school-leniency-policies","No","3","Acceptable quality",0,"0","Negative","The Blaze",1,1,"2019-09-12"
"R_3HUHBQFtjxkTggc","https://spectator.org/guns-and-poses-democrats-demagogue-death/","No","3","Poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-16"
"R_qRErLRWEX1ljp6N","https://spectator.org/guns-and-poses-democrats-demagogue-death/","No","5","Poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-16"
"R_2zV11u1cChtEY44","https://spectator.org/hatefest-in-houston/","No","5","Acceptable quality",0,"0","Negative","The American Spectator",1,1,"2019-09-13"
"R_263f0OMFK0GzNt6","https://spectator.org/betos-racist-city-upon-a-hill/","No","8","Poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-17"
"R_1NCwzeLhtfQzdjT","https://spectator.org/betos-racist-city-upon-a-hill/","No","Somewhat extreme","High quality",0,"0","Positive","The American Spectator",1,1,"2019-09-17"
"R_3foABFmYNxdUXKE","https://spectator.org/the-medias-spotty-record-on-sexual-assault-cases/","No","Moderate","Acceptable quality",0,"Anger","Neutral","The American Spectator",1,1,"2019-09-17"
"R_vMP774LWZfqTibD","https://www.theblaze.com/news/nyt-mocked-over-poop-shaming-article","No","Moderate","Very poor quality",0,"0","Neutral","The Blaze",1,1,"2019-09-17"
"R_1MYwyK8OnVCDmN7","https://www.theblaze.com/news/ilhan-omar-demands-twitter-shut-down-trump","No","Somewhat extreme","Acceptable quality",0,"0","Neutral","The Blaze",1,1,"2019-09-18"
"R_3GuZI5Sneantub7","https://www.theblaze.com/news/california-lawmakers-resolution-religious-groups-embrace-lbgt-worldview","Yes","Very Extreme","Very poor quality",0,"0","Negative","The Blaze",1,1,"2019-09-18"
"R_3kgKNPxIAgR5JsU","https://www.breitbart.com/national-security/2019/09/19/justin-trudeau-downplays-brown-and-blackface-costumes-as-makeup/","No","2","High quality",0,"Sadness","Neutral","The Nation",1,1,"2019-09-19"
"R_2QQgxGLOFfaPRQV","https://www.breitbart.com/politics/2019/09/18/teen-climate-activist-tells-congress-climate-crisis-is-linked-to-colonialism-slavery/","Yes","8","Very poor quality",0,"0","Negative","Breitbart",1,1,"2019-09-18"
"R_BQC7IL0WvFEKrCh","https://spectator.org/competition-not-a-cartel-can-cure-what-ails-health-care/","Yes","Very Extreme","Very poor quality",0,"Anger","Negative","The American Spectator",1,1,"2019-09-19"
"R_3hxtL50w5JDiudg","https://spectator.org/vaping-why-wait-for-the-evidence/","No","3","High quality",0,"0","Mixed","The American Spectator",1,1,"2019-09-19"
"R_2f1nMMW4xXzQd32","https://www.theblaze.com/news/mark-zuckerberg-admits-that-facebook-made-a-mistake-with-fact-check-of-live-action-senator-says","Yes","Very Extreme","Very poor quality",0,"Shock","Negative","The Blaze",1,1,"2019-09-19"
"R_2UWUPmmSFma11kh","https://www.theblaze.com/news/trump-threatens-to-dump-captured-isis-figthers-in-europe","No","Very Extreme","Acceptable quality",0,"Shock","Negative","The Blaze",1,1,"2019-09-20"
"R_1psV9ZsUCHRPrRk","https://www.breitbart.com/politics/2019/09/20/witness-james-comey-passed-private-conversation-with-trump-to-fbi-team-investigating-russia-collusion/","No","Very Extreme","Very poor quality",0,"0","Negative","Breitbart",1,1,"2019-09-20"
"R_1jCdtOf5onbywSo","https://www.breitbart.com/politics/2019/09/20/mike-lee-promise-green-card-giveaway-indians-next-week/","Yes","5","Acceptable quality",0,"Confusion","Neutral","Breitbart",1,1,"2019-09-20"
"R_3hu6XmxD4hgWWnZ","https://www.theblaze.com/news/pittsburgh-bill-peduto-climate-strike","No","2","High quality",0,"0","Neutral","The Blaze",1,1,"2019-09-21"
"R_31cHMNWSSf5nIP5","https://www.breitbart.com/politics/2019/09/21/beto-orourke-if-you-can-own-an-ar-15-why-not-a-bazooka/","No","3","Poor quality",0,"0","Neutral","Breitbart",1,1,"2019-09-21"
"R_2ydQ3u3DdYVpIVc","https://www.theblaze.com/news/charles-barkley-trump-voters","No","Moderate","High quality",0,"0","Neutral","The Blaze",1,1,"2019-09-21"
"R_1HbjS840jZZr6Lo","https://www.breitbart.com/radio/2019/09/21/peter-schweizer-on-whistleblower-media-trying-to-turn-a-biden-scandal-into-a-trump-scandal/","Yes","Very Extreme","Very poor quality",1,"0","Negative","Breitbart",1,1,"2019-09-21"
"R_3PIjL1manq2AI52","https://spectator.org/","Yes","8","Poor quality",0,"0","Negative","The American Spectator",1,0,""
"R_3szjgIaKVs7mSWl","https://spectator.org/the-pope-lies/","No","5","Very poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-18"
"R_ZejtomS7xJnHj7H","https://www.theblaze.com/news/three-masked-teens-approach-homeowner-in-attempted-robbery-and-one-opens-fire-but-homeowner-is-a-much-better-shot","No","Moderate","High quality",0,"0","Neutral","The Blaze",1,1,"2019-09-18"
"R_2PmKfnG1FmCINwe","https://www.theblaze.com/news/florida-woman-charged-with-child-neglect-after-she-allegedly-left-her-3-year-old-in-a-strip-club-parking-lot-while-she-danced-inside","No","8","Acceptable quality",0,"Shock","Mixed","The Blaze",1,1,"2019-09-22"
"R_BJui0Po6U9jqJe9","https://populareverything.com/single-mom-adopts-foster-babies-and-discovers-they-are-siblings/?utm_source=TB&utm_medium=theblazev2&utm_campaign=SAFE_Single_Mom_A6_IS_Desktop_USA_TB&utm_content=Colorado+Mom+Adopted+Two+Children%2C+Months+Later+She+Learned+Who+They+Really+Are_http%3A%2F%2Fcdn.taboola.com%2Flibtrc%2Fstatic%2Fthumbnails%2F190654648f2a3217cb63cebe36251829.png","No","5","High quality",0,"Amazement","Positive","The Blaze",1,1,"2019-07-08"
"R_2z6lY2KriopkLzW","https://www.theblaze.com/news/nancy-pelosi-now-exploring-impeachment-against-president-trump-amid-ukraine-controversy","Yes","3","Acceptable quality",0,"0","Neutral","The Blaze",1,1,"2019-09-24"
"R_3rUoyoorvb3jJBB","https://www.breitbart.com/politics/2019/09/24/fox-news-ig-found-whistleblower-had-political-bias-in-favor-of-trump-2020-rival/","No","2","Acceptable quality",0,"0","Negative","Breitbart",1,1,"2019-09-24"
"R_3EhGQ9m23Hy8bwj","https://spectator.org/the-democrats-need-impeachment/","No","Moderate","Acceptable quality",0,"0","Neutral","The American Spectator",1,1,"2019-09-25"
"R_2rvfBWbIlpbwHUq","https://www.breitbart.com/politics/2019/09/25/exclusive-kevin-mccarthy-on-impeachment-democrats-have-lost-their-minds-move-will-backfire-on-them-in-2020/","No","Very Extreme","Very high quality",0,"0","Negative","Breitbart",1,1,"2019-09-25"
"R_10u6zOeFcUQC7mP","https://www.motherjones.com/politics/2019/08/gun-violence-costs-americans-billions-every-year-a-california-mayor-has-a-plan-to-make-gun-owners-pay-for-it/","Yes","8","Poor quality",0,"Confusion","Negative","Mother Jones",1,1,"2019-08-26"
"R_2SpiU4u1DWyeOXT","https://www.democracynow.org/2019/8/20/emerald_garner_daniel_pantaleo_nypd_firing","No","Moderate","Very poor quality",0,"0","Negative","Democracy Now",1,1,"2019-08-20"
"R_25YgiCu79oqpiRy","https://www.democracynow.org/2019/8/27/christopher_leonard_kochland_koch_brothers","No","3","High quality",0,"0","Neutral","Democracy Now",1,1,"2019-08-27"
"R_24bEtG10XOmSXdi","https://www.democracynow.org/2019/8/23/jeff_merkley_trump_administration_child_separation","Yes","Somewhat extreme","Poor quality",0,"0","Negative","Democracy Now",1,1,"2019-08-23"
"R_3n3rNE6zC5pJlqY","https://www.democracynow.org/2019/8/23/jeff_merkley_trump_administration_child_separation","No","5","Acceptable quality",0,"0","Negative","Democracy Now",1,1,"2019-08-23"
"R_1i1WoeOkNeYC23L","https://www.democracynow.org/2019/8/28/brazil_jair_bolsonaro_unprecedented_amazon_fires","No","3","High quality",0,"Anger","Negative","Democracy Now",1,1,"2019-08-28"
"R_2OIKdCfGbLEPf6S","https://www.thenation.com/article/kirsten-gillibrand-leaves-race/","No","Moderate","Very high quality",0,"0","Neutral","The Nation",1,1,"2019-08-29"
"R_1dphVHs2YCRRtPq","https://www.motherjones.com/politics/2019/08/trump-war-on-media-personal-attacks-conspiracy-theories/","No","8","Poor quality",0,"Shock","Negative","Mother Jones",1,1,"2019-08-29"
"R_2Tq0cSQsJAbzfXr","https://www.democracynow.org/2019/8/28/headlines/bernie_sanders_unveils_plans_to_protect_independent_media_expand_labor_rights","No","Moderate","Very high quality",0,"0","Neutral","Democracy Now",1,1,"2019-08-28"
"R_2wbretTo9At9GLa","https://www.motherjones.com/politics/2019/08/the-dojs-inspector-general-says-james-comey-violated-the-fbis-rules-did-comey-have-a-choice/","No","Somewhat extreme","Acceptable quality",0,"Shock","Negative","Mother Jones",1,1,"2019-08-29"
"R_WpVxx02yBVpPgxb","https://www.thenation.com/article/healthcare-reform-democrats-medicare-for-all/","No","Very Extreme","Poor quality",0,"0","Negative","The Nation",1,1,"2019-08-30"
"R_UaNfV8HlOsgL2OR","https://www.motherjones.com/politics/2019/08/carrie-goldberg-lawyer-interview/","No","Somewhat extreme","Very high quality",0,"0","Positive","Mother Jones",1,1,"2019-08-30"
"R_2ZP6BFP6IVAjx9G","https://www.motherjones.com/politics/2019/08/carrie-goldberg-lawyer-interview/","Yes","5","Poor quality",0,"0","Negative","Mother Jones",1,1,"2019-08-30"
"R_3lGHjU6d5frJcKy","https://www.democracynow.org/2019/8/30/lee_gelernt_aclu_immigrant_rights","No","Moderate","Acceptable quality",0,"Anxiety","Negative","Democracy Now",1,1,"2019-08-30"
"R_1LoMyf3J1VIqbka","https://www.thenation.com/article/ady-barkan-is-an-authentic-american-hero/","No","Somewhat extreme","Acceptable quality",0,"Amazement","Positive","The Nation",1,1,"2019-08-30"
"R_1i3d4rgixkMo5Wz","https://www.democracynow.org/2019/8/29/ash_sarkar_boris_johnson_prorogation_brexit","No","3","High quality",0,"0","Positive","Democracy Now",1,1,"2019-08-29"
"R_2SCR9H1HnQkzfkT","https://www.motherjones.com/media/2019/08/rapsody-eve-album-podcast/","No","Somewhat extreme","Very high quality",0,"0","Positive","Mother Jones",1,1,"2019-08-28"
"R_3nuvifyHMrDKsj0","https://www.democracynow.org/2019/8/30/rami_khouri_israel_airstrikes_middle_east","Yes","Very Extreme","Very poor quality",0,"0","Negative","Democracy Now",1,1,"2019-08-30"
"R_33yEBKRKvwzpapD","https://www.democracynow.org/2019/8/29/greta_thunberg_nyc_climate_activists","No","3","High quality",0,"Amazement","Positive","Democracy Now",1,1,"2019-08-29"
"R_3n7oASFodK28ukM","https://www.democracynow.org/2018/12/11/meet_the_15_year_old_swedish","No","5","Very high quality",0,"0","Positive","Democracy Now",1,1,"2018-12-11"
"R_cx6NxZr5hiJOq9b","https://www.motherjones.com/","No","2","Acceptable quality",0,"0","Mixed","Mother Jones",1,0,""
"R_DH9WxLuly6IzrcB","https://www.motherjones.com/politics/2019/09/alexandria-ocasio-cortez-mocks-the-straight-pride-parade/","No","Very Extreme","Poor quality",0,"0","Neutral","Mother Jones",1,1,"2019-09-01"
"R_1H761ILJe9eom3g","https://www.thenation.com/article/healthcare-reform-democrats-medicare-for-all/","Yes","3","Acceptable quality",0,"0","Neutral","The Nation",1,1,"2019-09-01"
"R_uaLcwC43Ji56ONr","https://www.thenation.com/article/toni-morrison-cosmos-obit/","No","3","High quality",0,"0","Neutral","The Nation",1,1,"2019-08-08"
"R_3paLd4ASOhHdU4C","https://www.democracynow.org/2019/8/30/rami_khouri_israel_airstrikes_middle_east","No","3","Acceptable quality",0,"Confusion","Negative","Democracy Now",1,1,"2019-08-30"
"R_3EGVuOoaQvGPcLC","http://www.democracynow.org/","No","Somewhat extreme","Acceptable quality",0,"Shock","Neutral","Democracy Now",1,0,""
"R_DNqcWd0XMk8i9lT","https://www.thenation.com/article/arab-women-writers-reporting-from-arab-world/","No","Somewhat extreme","Acceptable quality",0,"0","Neutral","The Nation",1,1,"2019-09-03"
"R_1hKggw1Qjt3PQoc","https://www.democracynow.org/2019/9/3/hurricane_dorian","No","2","Poor quality",0,"0","Positive","Democracy Now",1,1,"2019-09-03"
"R_3k7YHXJMfrDxLPz","https://www.democracynow.org/2019/8/30/lee_gelernt_aclu_immigrant_rights","No","8","Acceptable quality",0,"0","Neutral","Democracy Now",1,1,"2019-08-30"
"R_1feYLMSPpF8cnyR","http://democracynow.org/2019/9/3/hurricane_dorian","No","Moderate","Acceptable quality",0,"Sadness","Neutral","Democracy Now",1,1,"2019-09-03"
"R_2xys27Hl9gmdhjg","https://weeklypenny.com/city-state-approves-low-cost-solar.php?aff=1561&sub=MFRB_Solar&pub=&aux=&xcode=98553596-f63b-46da-a356-8ae2ed0bf467&ver=WP%20-%20Approves%20Low%20Cost%20Solar&aff_unique1=","No","8","High quality",0,"0","Positive",NA,0,NA,""
"R_2ah1VINI9Aoq1K6"," https://www.motherjones.com/","No","Somewhat extreme","High quality",0,"Shock","Neutral","Mother Jones",1,0,""
"R_vkHbjo5H82yCcx3","https://www.democracynow.org/2019/9/3/hurricane_dorian","No","2","High quality",0,"0","Positive","Democracy Now",1,1,"2019-09-03"
"R_3Rs8KKUVSkzIAyU","https://www.thenation.com/article/joe-biden-gaffe-mistake-democratic-presidential-primary/","Yes","Very Extreme","Very poor quality",0,"0","Neutral","The Nation",1,1,"2019-08-28"
"R_3eJfY2wkwRHeAOl","https://www.thenation.com/article/bernie-sanders-bad-fact-checking/","Yes","Very Extreme","Very poor quality",0,"Shock","Negative","The Nation",1,1,"2019-09-03"
"R_6hZKexGfgmRsNPj","https://www.thenation.com/article/joe-biden-gaffe-mistake-democratic-presidential-primary/","No","Somewhat extreme","High quality",0,"0","Neutral","The Nation",1,1,"2019-09-03"
"R_yCosMX7dgpZ8SYh","https://www.democracynow.org/2019/9/4/dorian","Yes","Very Extreme","Very poor quality",0,"0","Negative","Democracy Now",1,1,"2019-09-04"
"R_0xOrBDHkm8uAofv","https://www.democracynow.org/2019/9/4/journalist_brandon_lee_shot_in_philippines","No","5","High quality",0,"Sadness","Neutral","Democracy Now",1,1,"2019-09-04"
"R_23ZxEqSmM3SVnHI","https://www.thenation.com/","No","Moderate","High quality",0,"0","Positive","The Nation",1,0,""
"R_21csP0JENr0GL1J","https://www.democracynow.org/2019/9/4/dorian","No","2","High quality",0,"Sadness","Neutral","Democracy Now",1,1,"2019-09-04"
"R_1NeK0vMgOLo48QM","https://www.democracynow.org/2019/9/4/dorian","No","3","High quality",0,"Sadness","Neutral","Democracy Now",1,1,"2019-09-04"
"R_3meOWspbErfp73O","https://www.thenation.com/article/india-infrastructural-war-kashmir/","Yes","Very Extreme","High quality",0,"0","Neutral","The Nation",1,1,"2019-09-04"
"R_3G99V9JvJ5asd6y","https://www.democracynow.org/2019/9/5/biden_fossil_fuels","No","Moderate","Acceptable quality",0,"0","Neutral","Democracy Now",1,1,"2019-09-05"
"R_1qgfND1yFXk5f6b","https://www.motherjones.com/politics/2019/09/trump-refuses-to-drop-false-claim-that-alabama-was-in-hurricanes-path/","No","5","Poor quality",0,"Confusion","Negative","Mother Jones",1,1,"2019-09-05"
"R_1iso0RDgM4b6pOG","https://www.thenation.com/article/donald-trump-administration-immigration/","Yes","3","Acceptable quality",0,"0","Negative","The Nation",1,1,"2019-09-05"
"R_2bU9zg1HPEIA9nJ","https://www.thenation.com/","No","Moderate","Very high quality",0,"0","Neutral","The Nation",1,0,""
"R_2zTtGXYBCJW3D39","https://www.thenation.com/article/boris-johnson-brexit-election/","No","Moderate","Very high quality",0,"0","Positive","The Nation",1,1,"2019-09-05"
"R_2s7vY9zWTlso7zK","https://www.thenation.com/article/boris-johnson-brexit-election/","No","3","Acceptable quality",0,"Shock","Neutral","The Nation",1,1,"2019-09-05"
"R_2X7CO2xD0nrCEiH","https://www.democracynow.org/2019/9/5/climate_crisis_should_us_nationalize_fossil","No","Moderate","High quality",0,"0","Neutral","Democracy Now",1,1,"2019-09-05"
"R_1plJEBFWWaoaM27","https://www.motherjones.com/politics/2019/09/donald-trump-has-never-explained-a-mysterious-50-million-chicago-unit-acquisition-loan-is-it-evidence-of-tax-fraud/","Yes","5","Poor quality",0,"0","Negative","Mother Jones",1,1,"2019-09"
"R_yIaUxdc9D9GApGN","https://www.motherjones.com/","Yes","Somewhat extreme","High quality",0,"0","Negative","Mother Jones",1,0,""
"R_1ocqlXgRaaGDn6K","https://www.democracynow.org/2019/9/6/headlines/trump_personally_altered_map_to_promote_false_hurricane_threat_to_alabama","Yes","5","Very poor quality",0,"0","Negative","Democracy Now",1,1,"2019-09-06"
"R_1QxAFg7EUZR0iPv","https://www.thenation.com/article/climate-change-democrats-townhall/","No","5","Acceptable quality",0,"Confusion","Neutral","The Nation",1,1,"2019-09-06"
"R_bEPCYdKGmO1YmaJ","https://www.democracynow.org/2019/9/6/hurricane_dorian_bahamas_rescue_efforts.html","No","Moderate","High quality",0,"0","Neutral","Democracy Now",1,1,"2019-09-06"
"R_3EQNBAEYqbCdtN7","https://www.democracynow.org/2019/9/6/hurricane_dorian_bahamas_rescue_efforts","No","Somewhat extreme","Acceptable quality",0,"0","Positive","Democracy Now",1,1,"2019-09-06"
"R_1LqC3fxIjkO4RDJ","https://www.democracynow.org/2019/9/6/headlines/trump_personally_altered_map_to_promote_false_hurricane_threat_to_alabama","Yes","Very Extreme","Very poor quality",1,"Sadness","Neutral","Democracy Now",1,1,"2019-09-06"
"R_3k70Kwd4VAQ4MZI","https://www.motherjones.com/politics/2019/09/congress-wants-to-know-if-the-air-force-is-propping-up-trumps-golf-course/","Yes","5","Poor quality",0,"0","Negative","Mother Jones",1,1,"2019-09-07"
"R_3lSLy1cq1VJbSDz","https://www.thenation.com/","Yes","Very Extreme","Poor quality",0,"0","Negative","The Nation",1,0,""
